strength_mean_core,radius_m,core_count,border_count,encounters,core_fraction,radius_p80_m,strength_p95_core,strength_mean_all,strength_p95_all,eps_km,min_samples,method,center_estimator,strength_min,wp_id,lat,lon
2.3,941.6,1,4,5,0.2,905.5,2.3,2.7,4.3,1.0,5,dbscan,median,2.0,387,-31.70381279761905,117.2644394262566
2.3,984.0,1,4,5,0.2,822.8,2.3,2.9,3.5,1.0,5,dbscan,median,2.0,388,-32.438637962962964,117.14445324074076
2.3,964.6,1,4,5,0.2,765.0,2.3,4.3,8.2,1.0,5,dbscan,median,2.0,389,-31.625191249999997,117.0934410462963
2.3,864.2,1,4,5,0.2,856.1,2.3,3.5,5.4,1.0,5,dbscan,median,2.0,390,-31.983862362865068,117.4070359377549
2.3,879.9,1,3,4,0.2,712.0,2.3,3.0,3.3,1.0,5,dbscan,median,2.0,391,-31.87604660862656,117.36274110652248
2.3,948.2,2,3,5,0.4,923.0,2.3,2.7,3.1,1.0,5,dbscan,median,2.0,392,-31.950421443833942,117.68643658806472
2.3,908.7,1,4,5,0.2,790.9,2.3,3.8,4.4,1.0,5,dbscan,median,2.0,393,-31.93316560185185,117.80208145585316
2.2,853.9,1,4,5,0.2,690.4,2.2,3.4,4.7,1.0,5,dbscan,median,2.0,394,-31.678974526385073,117.34181660323183
2.2,912.4,1,4,5,0.2,760.8,2.2,2.9,3.3,1.0,5,dbscan,median,2.0,395,-33.004453894408144,116.91408389461536
2.2,945.2,1,4,5,0.2,876.3,2.2,3.3,4.3,1.0,5,dbscan,median,2.0,396,-32.27812240740741,117.19631011574072
2.2,995.3,1,4,5,0.2,951.5,2.2,2.8,3.3,1.0,5,dbscan,median,2.0,397,-31.964157453013257,117.56667331876127
2.2,876.9,2,3,5,0.4,472.9,2.2,3.2,4.0,1.0,5,dbscan,median,2.0,398,-31.730557516491444,116.9944002666976
2.2,993.2,1,4,5,0.2,977.7,2.2,2.8,3.2,1.0,5,dbscan,median,2.0,399,-31.674438776678222,117.43829962978484
2.2,956.4,1,4,5,0.2,925.6,2.2,3.1,3.6,1.0,5,dbscan,median,2.0,400,-32.302657368827155,116.91670077160492
2.2,878.0,1,4,5,0.2,346.3,2.2,3.1,4.5,1.0,5,dbscan,median,2.0,401,-31.880214731562702,117.15038319119556
2.1,1367.4,2,5,7,0.3,1284.9,2.2,2.8,4.0,1.0,5,dbscan,median,2.0,402,-32.46229460250583,117.11861712181735
2.1,740.4,1,4,5,0.2,697.9,2.1,3.5,4.4,1.0,5,dbscan,median,2.0,403,-32.3455798098545,117.8573610639881
2.1,916.0,1,5,6,0.2,775.2,2.1,2.8,3.5,1.0,5,dbscan,median,2.0,404,-32.587779377939455,117.02937911988988
2.0,719.1,1,4,5,0.2,559.3,2.0,3.2,4.0,1.0,5,dbscan,median,2.0,405,-32.86511475363756,117.06077272321428
